codgeo,libgeo,dclt,l_dclt,nbflux_c16_actocc15p
"38436",Saint-Paul-de-Varces,"69299",Colombier-Saugnieu,"5"
"38436",Saint-Paul-de-Varces,"69387",Lyon 7e Arrondissement,"5"
"38436",Saint-Paul-de-Varces,"73065",Chambéry,"5"
"38436",Saint-Paul-de-Varces,"73213",La Ravoire,"5"
"38437",Saint-Paul-d'Izeaux,"38133",Coublevie,"5.0169491525"
"38437",Saint-Paul-d'Izeaux,"38182",Le Grand-Lemps,"10.033898305"
"38437",Saint-Paul-d'Izeaux,"38185",Grenoble,"15.050847458"
"38437",Saint-Paul-d'Izeaux,"38194",Izeaux,"20.06779661"
"38437",Saint-Paul-d'Izeaux,"38337",Rives,"10.033898305"
"38437",Saint-Paul-d'Izeaux,"38382",Saint-Égrève,"5.0169491525"
"38437",Saint-Paul-d'Izeaux,"38437",Saint-Paul-d'Izeaux,"40.13559322"
"38437",Saint-Paul-d'Izeaux,"38486",Seyssins,"5.0169491525"
"38437",Saint-Paul-d'Izeaux,"38517",Tullins,"10.033898305"
"38437",Saint-Paul-d'Izeaux,"38547",Villard-Bonnot,"5.0169491525"
"38437",Saint-Paul-d'Izeaux,"38560",Val-de-Virieu,"5.0169491525"
"38437",Saint-Paul-d'Izeaux,"38561",Viriville,"5.0169491525"
"38437",Saint-Paul-d'Izeaux,"38563",Voiron,"5.0169491525"
"38437",Saint-Paul-d'Izeaux,"38565",Voreppe,"5.0169491525"
"38437",Saint-Paul-d'Izeaux,"74010",Annecy,"5.0169491525"
"38438",Saint-Paul-lès-Monestier,"38151",Échirolles,"10"
"38438",Saint-Paul-lès-Monestier,"38158",Eybens,"10"
"38438",Saint-Paul-lès-Monestier,"38185",Grenoble,"15"
"38438",Saint-Paul-lès-Monestier,"38242",Monestier-de-Clermont,"50"
"38438",Saint-Paul-lès-Monestier,"38419",Saint-Martin-de-Clelles,"5"
"38438",Saint-Paul-lès-Monestier,"38438",Saint-Paul-lès-Monestier,"30"
"38438",Saint-Paul-lès-Monestier,"38486",Seyssins,"5"
"38438",Saint-Paul-lès-Monestier,"69386",Lyon 6e Arrondissement,"5"
"38439",Crêts en Belledonne,"38002",Les Adrets,"10.249718555"
"38439",Crêts en Belledonne,"38006",Allevard,"87.122607717"
"38439",Crêts en Belledonne,"38039",Bernin,"20.49943711"
"38439",Crêts en Belledonne,"38045",Biviers,"10.249718555"
"38439",Crêts en Belledonne,"38070",Le Champ-près-Froges,"5.1248592775"
"38439",Crêts en Belledonne,"38071",Champ-sur-Drac,"5.1248592775"
"38439",Crêts en Belledonne,"38078",La Chapelle-du-Bard,"10.249718555"
"38439",Crêts en Belledonne,"38100",Le Cheylas,"35.874014942"
"38439",Crêts en Belledonne,"38140",Crolles,"204.9943711"
"38439",Crêts en Belledonne,"38150",Domène,"5.1248592775"
"38439",Crêts en Belledonne,"38151",Échirolles,"40.99887422"
"38439",Crêts en Belledonne,"38158",Eybens,"10.249718555"
"38439",Crêts en Belledonne,"38163",Le Haut-Bréda,"10.249718555"
"38439",Crêts en Belledonne,"38169",Fontaine,"5.1248592775"
"38439",Crêts en Belledonne,"38175",Froges,"10.249718555"
"38439",Crêts en Belledonne,"38179",Gières,"5.1248592775"
"38439",Crêts en Belledonne,"38181",Goncelin,"40.99887422"
"38439",Crêts en Belledonne,"38185",Grenoble,"158.8706376"
"38439",Crêts en Belledonne,"38214",Lumbin,"10.249718555"
"38439",Crêts en Belledonne,"38229",Meylan,"25.624296387"
"38439",Crêts en Belledonne,"38249",Montbonnot-Saint-Martin,"10.249718555"
"38439",Crêts en Belledonne,"38268",Le Moutaret,"5.1248592775"
"38439",Crêts en Belledonne,"38314",Pontcharra,"76.872889162"
"38439",Crêts en Belledonne,"38317",Le Pont-de-Claix,"5.1248592775"
"38439",Crêts en Belledonne,"38382",Saint-Égrève,"5.1248592775"
"38439",Crêts en Belledonne,"38397",Saint-Ismier,"20.49943711"
"38439",Crêts en Belledonne,"38421",Saint-Martin-d'Hères,"81.997748439"
"38439",Crêts en Belledonne,"38439",Crêts en Belledonne,"322.86613448"
"38439",Crêts en Belledonne,"38449",Saint-Quentin-Fallavier,"5.1248592775"
"38439",Crêts en Belledonne,"38466",Saint-Vincent-de-Mercuze,"10.249718555"
"38439",Crêts en Belledonne,"38485",Seyssinet-Pariset,"5.1248592775"
"38439",Crêts en Belledonne,"38501",Tencin,"5.1248592775"
"38439",Crêts en Belledonne,"38503",La Terrasse,"5.1248592775"
"38439",Crêts en Belledonne,"38504",Theys,"5.1248592775"
"38439",Crêts en Belledonne,"38511",Le Touvet,"51.248592775"
"38439",Crêts en Belledonne,"38516",La Tronche,"25.624296387"
"38439",Crêts en Belledonne,"38538",Le Versoud,"5.1248592775"
"38439",Crêts en Belledonne,"38547",Villard-Bonnot,"20.49943711"
"38439",Crêts en Belledonne,"69387",Lyon 7e Arrondissement,"5.1248592775"
"38439",Crêts en Belledonne,"69389",Lyon 9e Arrondissement,"5.1248592775"
"38439",Crêts en Belledonne,"73007",Aiton,"10.249718555"
"38439",Crêts en Belledonne,"73021",Arvillard,"5.1248592775"
"38439",Crêts en Belledonne,"73029",Barberaz,"5.1248592775"
"38439",Crêts en Belledonne,"73051",Le Bourget-du-Lac,"5.1248592775"
"38439",Crêts en Belledonne,"73064",Challes-les-Eaux,"10.249718555"
"38439",Crêts en Belledonne,"73065",Chambéry,"25.624296387"
"38439",Crêts en Belledonne,"73099",Détrier,"5.1248592775"
"38439",Crêts en Belledonne,"73171",Montmélian,"10.249718555"
"38439",Crêts en Belledonne,"73215",Valgelon-La Rochette,"40.99887422"
"38439",Crêts en Belledonne,"73217",Rotherens,"5.1248592775"
"38439",Crêts en Belledonne,"73222",Saint-Alban-Leysse,"10.249718555"
"38439",Crêts en Belledonne,"73240",Sainte-Hélène-du-Lac,"5.1248592775"
"38439",Crêts en Belledonne,"73248",Saint-Jean-de-Maurienne,"10.249718555"
"38439",Crêts en Belledonne,"74010",Annecy,"5.1248592775"
"38440",Saint-Pierre-de-Bressieux,"26162",Lens-Lestang,"5.0329815303"
"38440",Saint-Pierre-de-Bressieux,"38013",Apprieu,"5.0329815303"
"38440",Saint-Pierre-de-Bressieux,"38034",Beaurepaire,"5.0329815303"
"38440",Saint-Pierre-de-Bressieux,"38058",Brézins,"5.0329815303"
"38440",Saint-Pierre-de-Bressieux,"38118",Colombe,"5.0329815303"
"38440",Saint-Pierre-de-Bressieux,"38130",La Côte-Saint-André,"35.230870712"
"38440",Saint-Pierre-de-Bressieux,"38179",Gières,"5.0329815303"
"38440",Saint-Pierre-de-Bressieux,"38182",Le Grand-Lemps,"5.0329815303"
"38440",Saint-Pierre-de-Bressieux,"38185",Grenoble,"25.164907652"
"38440",Saint-Pierre-de-Bressieux,"38194",Izeaux,"5.0329815303"
"38440",Saint-Pierre-de-Bressieux,"38218",Marcilloles,"15.098944591"
"38440",Saint-Pierre-de-Bressieux,"38239",Moirans,"5.0329815303"
"38440",Saint-Pierre-de-Bressieux,"38318",Pont-Évêque,"5.0329815303"
"38440",Saint-Pierre-de-Bressieux,"38337",Rives,"5.0329815303"
"38440",Saint-Pierre-de-Bressieux,"38347",Roybon,"5.0329815303"
"38440",Saint-Pierre-de-Bressieux,"38382",Saint-Égrève,"10.065963061"
"38440",Saint-Pierre-de-Bressieux,"38384",Saint-Étienne-de-Saint-Geoirs,"30.197889182"
"38440",Saint-Pierre-de-Bressieux,"38400",Saint-Jean-de-Moirans,"10.065963061"
"38440",Saint-Pierre-de-Bressieux,"38409",Saint-Just-de-Claix,"5.0329815303"
"38440",Saint-Pierre-de-Bressieux,"38421",Saint-Martin-d'Hères,"5.0329815303"
"38440",Saint-Pierre-de-Bressieux,"38440",Saint-Pierre-de-Bressieux,"50.329815303"
"38440",Saint-Pierre-de-Bressieux,"38457",Saint-Siméon-de-Bressieux,"15.098944591"
"38440",Saint-Pierre-de-Bressieux,"38479",Porte-des-Bonnevaux,"15.098944591"
"38440",Saint-Pierre-de-Bressieux,"38490",Sillans,"5.0329815303"
"38440",Saint-Pierre-de-Bressieux,"38559",Vinay,"15.098944591"
"38440",Saint-Pierre-de-Bressieux,"38563",Voiron,"5.0329815303"
"38440",Saint-Pierre-de-Bressieux,"94016",Cachan,"5.0329815303"
"38442",Saint-Pierre-de-Chartreuse,"01058",Brégnier-Cordon,"5.0222848779"
"38442",Saint-Pierre-de-Chartreuse,"38111",Claix,"4.9478196854"
"38442",Saint-Pierre-de-Chartreuse,"38140",Crolles,"5.0978707791"
"38442",Saint-Pierre-de-Chartreuse,"38151",Échirolles,"15.297042185"
"38442",Saint-Pierre-de-Chartreuse,"38155",Entre-deux-Guiers,"10.349188512"
"38442",Saint-Pierre-de-Chartreuse,"38169",Fontaine,"5.0978707791"
"38442",Saint-Pierre-de-Chartreuse,"38185",Grenoble,"66.05009586"
"38442",Saint-Pierre-de-Chartreuse,"38229",Meylan,"10.122413941"
"38442",Saint-Pierre-de-Chartreuse,"38249",Montbonnot-Saint-Martin,"10.349188512"
"38442",Saint-Pierre-de-Chartreuse,"38317",Le Pont-de-Claix,"10.044569756"
"38442",Saint-Pierre-de-Chartreuse,"38323",Pressins,"5.1745942559"
"38442",Saint-Pierre-de-Chartreuse,"38400",Saint-Jean-de-Moirans,"4.9478196854"
"38442",Saint-Pierre-de-Chartreuse,"38407",La Sure en Chartreuse,"5.0222848779"
"38442",Saint-Pierre-de-Chartreuse,"38412",Saint-Laurent-du-Pont,"20.777409893"
"38442",Saint-Pierre-de-Chartreuse,"38421",Saint-Martin-d'Hères,"20.469344169"
"38442",Saint-Pierre-de-Chartreuse,"38442",Saint-Pierre-de-Chartreuse,"217.12137641"
"38442",Saint-Pierre-de-Chartreuse,"38471",Le Sappey-en-Chartreuse,"5.0222848779"
"38442",Saint-Pierre-de-Chartreuse,"38472",Sarcenas,"8.9060754337"
"38442",Saint-Pierre-de-Chartreuse,"38474",Sassenage,"5.0222848779"
"38442",Saint-Pierre-de-Chartreuse,"38563",Voiron,"10.200292114"
"38442",Saint-Pierre-de-Chartreuse,"73054",Bourg-Saint-Maurice,"5.0978707791"
"38442",Saint-Pierre-de-Chartreuse,"73065",Chambéry,"5.0222848779"
"38442",Saint-Pierre-de-Chartreuse,"73225",Saint-Baldoph,"5.1745942559"
"38442",Saint-Pierre-de-Chartreuse,"73274",Saint-Pierre-d'Entremont,"5.0978707791"
"38442",Saint-Pierre-de-Chartreuse,"93070",Saint-Ouen-sur-Seine,"5.0222848779"
"38442",Saint-Pierre-de-Chartreuse,"95063",Bezons,"5.1745942559"
"38443",Saint-Pierre-de-Chérennes,"01427",Trévoux,"5"
"38443",Saint-Pierre-de-Chérennes,"26059",Bouvante,"5"
"38443",Saint-Pierre-de-Chérennes,"26281",Romans-sur-Isère,"5"
"38443",Saint-Pierre-de-Chérennes,"26302",Sainte-Eulalie-en-Royans,"10"
"38443",Saint-Pierre-de-Chérennes,"38036",Beauvoir-en-Royans,"5"
"38443",Saint-Pierre-de-Chérennes,"38095",Chatte,"10"
"38443",Saint-Pierre-de-Chérennes,"38179",Gières,"5"
"38443",Saint-Pierre-de-Chérennes,"38185",Grenoble,"10"
"38443",Saint-Pierre-de-Chérennes,"38239",Moirans,"10"
"38443",Saint-Pierre-de-Chérennes,"38319",Pont-en-Royans,"5"
"38443",Saint-Pierre-de-Chérennes,"38322",Presles,"5"
"38443",Saint-Pierre-de-Chérennes,"38390",Saint-Gervais,"15"
"38443",Saint-Pierre-de-Chérennes,"38409",Saint-Just-de-Claix,"5"
"38443",Saint-Pierre-de-Chérennes,"38416",Saint-Marcellin,"50"
"38443",Saint-Pierre-de-Chérennes,"38421",Saint-Martin-d'Hères,"10"
"38443",Saint-Pierre-de-Chérennes,"38443",Saint-Pierre-de-Chérennes,"25"
"38443",Saint-Pierre-de-Chérennes,"38453",Saint-Romans,"20"
"38443",Saint-Pierre-de-Chérennes,"38474",Sassenage,"5"
"38443",Saint-Pierre-de-Chérennes,"38487",Seyssuel,"5"
"38443",Saint-Pierre-de-Chérennes,"38559",Vinay,"10"
"38444",Saint-Pierre-de-Méaroz,"38071",Champ-sur-Drac,"4.9253731343"
"38444",Saint-Pierre-de-Méaroz,"38151",Échirolles,"4.9253731343"
"38444",Saint-Pierre-de-Méaroz,"38226",Mens,"4.9253731343"
"38444",Saint-Pierre-de-Méaroz,"38269",La Mure,"4.9253731343"
"38444",Saint-Pierre-de-Méaroz,"38421",Saint-Martin-d'Hères,"4.9253731343"
"38444",Saint-Pierre-de-Méaroz,"38444",Saint-Pierre-de-Méaroz,"14.776119403"
"38444",Saint-Pierre-de-Méaroz,"38492",Sinard,"4.9253731343"
"38444",Saint-Pierre-de-Méaroz,"38499",Susville,"4.9253731343"
"38444",Saint-Pierre-de-Méaroz,"38562",Vizille,"4.9253731343"
"38445",Saint-Pierre-de-Mésage,"29020",Briec,"9.9087353325"
"38445",Saint-Pierre-de-Mésage,"38057",Bresson,"4.9543676662"
"38445",Saint-Pierre-de-Mésage,"38059",Brié-et-Angonnes,"4.9543676662"
"38445",Saint-Pierre-de-Mésage,"38071",Champ-sur-Drac,"4.9543676662"
"38445",Saint-Pierre-de-Mésage,"38140",Crolles,"4.9543676662"
"38445",Saint-Pierre-de-Mésage,"38151",Échirolles,"24.771838331"
"38445",Saint-Pierre-de-Mésage,"38169",Fontaine,"4.9543676662"
"38445",Saint-Pierre-de-Mésage,"38185",Grenoble,"84.224250326"
"38445",Saint-Pierre-de-Mésage,"38200",Jarrie,"4.9543676662"
"38445",Saint-Pierre-de-Mésage,"38269",La Mure,"4.9543676662"
"38445",Saint-Pierre-de-Mésage,"38317",Le Pont-de-Claix,"24.771838331"
"38445",Saint-Pierre-de-Mésage,"38421",Saint-Martin-d'Hères,"4.9543676662"
"38445",Saint-Pierre-de-Mésage,"38422",Saint-Martin-d'Uriage,"4.9543676662"
"38445",Saint-Pierre-de-Mésage,"38445",Saint-Pierre-de-Mésage,"44.589308996"
"38445",Saint-Pierre-de-Mésage,"38485",Seyssinet-Pariset,"4.9543676662"
"38445",Saint-Pierre-de-Mésage,"38486",Seyssins,"4.9543676662"
"38445",Saint-Pierre-de-Mésage,"38516",La Tronche,"4.9543676662"
"38445",Saint-Pierre-de-Mésage,"38529",Vaulnaveys-le-Haut,"4.9543676662"
"38445",Saint-Pierre-de-Mésage,"38545",Vif,"4.9543676662"
"38445",Saint-Pierre-de-Mésage,"38547",Villard-Bonnot,"4.9543676662"
"38445",Saint-Pierre-de-Mésage,"38562",Vizille,"34.680573664"
"38445",Saint-Pierre-de-Mésage,"69299",Colombier-Saugnieu,"4.9543676662"
"38445",Saint-Pierre-de-Mésage,"75111",Paris 11e Arrondissement,"4.9543676662"
"38446",Saint-Pierre-d'Entremont,"01160",Ferney-Voltaire,"4.9383798329"
"38446",Saint-Pierre-d'Entremont,"29239",Roscoff,"4.9383798329"
"38446",Saint-Pierre-d'Entremont,"38151",Échirolles,"9.8767596659"
"38446",Saint-Pierre-d'Entremont,"38181",Goncelin,"4.9383798329"
"38446",Saint-Pierre-d'Entremont,"38185",Grenoble,"14.815139499"
"38446",Saint-Pierre-d'Entremont,"38249",Montbonnot-Saint-Martin,"4.9383798329"
"38446",Saint-Pierre-d'Entremont,"38328",Quaix-en-Chartreuse,"4.9383798329"
"38446",Saint-Pierre-d'Entremont,"38348",Ruy-Montceau,"4.9383798329"
"38446",Saint-Pierre-d'Entremont,"38405",Saint-Joseph-de-Rivière,"4.9383798329"
"38446",Saint-Pierre-d'Entremont,"38412",Saint-Laurent-du-Pont,"24.691899165"
"38446",Saint-Pierre-d'Entremont,"38423",Saint-Martin-le-Vinoux,"14.815139499"
"38446",Saint-Pierre-d'Entremont,"38426",Saint-Maximin,"4.9383798329"
"38446",Saint-Pierre-d'Entremont,"38442",Saint-Pierre-de-Chartreuse,"49.383798329"
"38446",Saint-Pierre-d'Entremont,"38446",Saint-Pierre-d'Entremont,"113.58273616"
"38446",Saint-Pierre-d'Entremont,"73065",Chambéry,"19.753519332"
"38446",Saint-Pierre-d'Entremont,"73107",Entremont-le-Vieux,"19.753519332"
"38446",Saint-Pierre-d'Entremont,"73282",Saint-Thibaud-de-Couz,"4.9383798329"
"38446",Saint-Pierre-d'Entremont,"73304",Val-d'Isère,"4.9383798329"
"38448",Saint-Prim,"07010",Annonay,"5.2295609359"
"38448",Saint-Prim,"26041",Beausemblant,"5.0818500522"
"38448",Saint-Prim,"26148",Hauterives,"5.2295609359"
"38448",Saint-Prim,"26362",Valence,"10.163700104"
"38448",Saint-Prim,"26379",Granges-les-Beaumont,"5.1551764776"
"38448",Saint-Prim,"38034",Beaurepaire,"10.167872253"
"38448",Saint-Prim,"38053",Bourgoin-Jallieu,"5.1551764776"
"38448",Saint-Prim,"38087",Chasse-sur-Rhône,"10.384737414"
"38448",Saint-Prim,"38101",Cheyssieu,"5.0818500522"
"38448",Saint-Prim,"38107",Chonas-l'Amballan,"20.771606159"
"38448",Saint-Prim,"38131",Les Côtes-d'Arey,"15.318876582"
"38448",Saint-Prim,"38157",Estrablin,"5.1551764776"
"38448",Saint-Prim,"38160",Eyzin-Pinet,"5.2295609359"
"38448",Saint-Prim,"38198",Jarcieu,"5.2295609359"
"38448",Saint-Prim,"38215",Luzinay,"5.0818500522"
"38448",Saint-Prim,"38288",Oytier-Saint-Oblas,"5.1551764776"
"38448",Saint-Prim,"38298",Le Péage-de-Roussillon,"15.466587466"
"38448",Saint-Prim,"38318",Pont-Évêque,"5.0818500522"
"38448",Saint-Prim,"38336",Reventin-Vaugris,"10.019133221"
"38448",Saint-Prim,"38378",Saint-Clair-du-Rhône,"20.622821976"
"38448",Saint-Prim,"38425",Saint-Maurice-l'Exil,"5.1551764776"
"38448",Saint-Prim,"38448",Saint-Prim,"143.08089909"
"38448",Saint-Prim,"38468",Salaise-sur-Sanne,"25.704672028"
"38448",Saint-Prim,"38487",Seyssuel,"10.460195171"
"38448",Saint-Prim,"38544",Vienne,"113.21077221"
"38448",Saint-Prim,"42083",Dargoire,"5.0818500522"
"38448",Saint-Prim,"42129",Maclas,"5.2295609359"
"38448",Saint-Prim,"42265",Saint-Michel-sur-Rhône,"5.0818500522"
"38448",Saint-Prim,"69007",Ampuis,"10.163700104"
"38448",Saint-Prim,"69064",Condrieu,"15.460195171"
"38448",Saint-Prim,"69091",Givors,"10.311410988"
"38448",Saint-Prim,"69100",Irigny,"5.0818500522"
"38448",Saint-Prim,"69133",Millery,"5.1551764776"
"38448",Saint-Prim,"69152",Pierre-Bénite,"5.0818500522"
"38448",Saint-Prim,"69189",Sainte-Colombe,"5.2295609359"
"38448",Saint-Prim,"69235",Saint-Romain-en-Gal,"10.311410988"
"38448",Saint-Prim,"69256",Vaulx-en-Velin,"5.0818500522"
"38448",Saint-Prim,"69259",Vénissieux,"30.787565064"
"38448",Saint-Prim,"69266",Villeurbanne,"10.459121872"
"38448",Saint-Prim,"69270",Chaponnay,"10.091416663"
"38448",Saint-Prim,"69275",Décines-Charpieu,"5.0095666104"
"38448",Saint-Prim,"69299",Colombier-Saugnieu,"5.0818500522"
"38448",Saint-Prim,"69383",Lyon 3e Arrondissement,"25.410293245"
"38448",Saint-Prim,"69387",Lyon 7e Arrondissement,"25.556961145"
"38448",Saint-Prim,"69388",Lyon 8e Arrondissement,"5.1551764776"
"38448",Saint-Prim,"69389",Lyon 9e Arrondissement,"15.466587466"
"38448",Saint-Prim,"92026",Courbevoie,"5.0818500522"
"38449",Saint-Quentin-Fallavier,"01249",Miribel,"5"
"38449",Saint-Quentin-Fallavier,"01390",Saint-Vulbas,"10"
"38449",Saint-Quentin-Fallavier,"07010",Annonay,"5"
"38449",Saint-Quentin-Fallavier,"11206",Limoux,"5"
"38449",Saint-Quentin-Fallavier,"38015",Artas,"5"
"38449",Saint-Quentin-Fallavier,"38053",Bourgoin-Jallieu,"50"
"38449",Saint-Quentin-Fallavier,"38097",Chavanoz,"5"
"38449",Saint-Quentin-Fallavier,"38138",Crémieu,"10"
"38449",Saint-Quentin-Fallavier,"38149",Domarin,"10"
"38449",Saint-Quentin-Fallavier,"38156",Les Éparres,"5"
"38449",Saint-Quentin-Fallavier,"38176",Frontonas,"5"
"38449",Saint-Quentin-Fallavier,"38184",Grenay,"10"
"38449",Saint-Quentin-Fallavier,"38185",Grenoble,"5"
"38449",Saint-Quentin-Fallavier,"38189",Heyrieux,"45"
"38449",Saint-Quentin-Fallavier,"38193",L'Isle-d'Abeau,"45"
"38449",Saint-Quentin-Fallavier,"38215",Luzinay,"10"
"38449",Saint-Quentin-Fallavier,"38230",Meyrié,"5"
"38449",Saint-Quentin-Fallavier,"38242",Monestier-de-Clermont,"20"
"38449",Saint-Quentin-Fallavier,"38288",Oytier-Saint-Oblas,"5"
"38449",Saint-Quentin-Fallavier,"38316",Pont-de-Chéruy,"10"
"38449",Saint-Quentin-Fallavier,"38317",Le Pont-de-Claix,"5"
"38449",Saint-Quentin-Fallavier,"38374",Saint-Chef,"5"
"38449",Saint-Quentin-Fallavier,"38389",Saint-Georges-d'Espéranche,"5"
"38449",Saint-Quentin-Fallavier,"38399",Saint-Jean-de-Bournay,"5"
"38449",Saint-Quentin-Fallavier,"38408",Saint-Just-Chaleyssin,"15"
"38449",Saint-Quentin-Fallavier,"38423",Saint-Martin-le-Vinoux,"5"
"38449",Saint-Quentin-Fallavier,"38425",Saint-Maurice-l'Exil,"5"
"38449",Saint-Quentin-Fallavier,"38449",Saint-Quentin-Fallavier,"730"
"38449",Saint-Quentin-Fallavier,"38475",Satolas-et-Bonce,"30"
"38449",Saint-Quentin-Fallavier,"38485",Seyssinet-Pariset,"5"
"38449",Saint-Quentin-Fallavier,"38507",Tignieu-Jameyzieu,"5"
"38449",Saint-Quentin-Fallavier,"38509",La Tour-du-Pin,"5"
"38449",Saint-Quentin-Fallavier,"38515",Trept,"5"
"38449",Saint-Quentin-Fallavier,"38519",Valencin,"5"
"38449",Saint-Quentin-Fallavier,"38530",Vaulx-Milieu,"10"
"38449",Saint-Quentin-Fallavier,"38537",La Verpillière,"30"
"38449",Saint-Quentin-Fallavier,"38544",Vienne,"10"
"38449",Saint-Quentin-Fallavier,"38553",Villefontaine,"75"
"38449",Saint-Quentin-Fallavier,"38557",Villette-d'Anthon,"5"
"38449",Saint-Quentin-Fallavier,"38561",Viriville,"5"
"38449",Saint-Quentin-Fallavier,"38565",Voreppe,"5"
"38449",Saint-Quentin-Fallavier,"42275",Saint-Priest-en-Jarez,"5"
"38449",Saint-Quentin-Fallavier,"43020",Bas-en-Basset,"5"
"38449",Saint-Quentin-Fallavier,"69013",Arnas,"5"
"38449",Saint-Quentin-Fallavier,"69027",Brignais,"10"
"38449",Saint-Quentin-Fallavier,"69029",Bron,"25"
"38449",Saint-Quentin-Fallavier,"69034",Caluire-et-Cuire,"5"
"38449",Saint-Quentin-Fallavier,"69091",Givors,"5"
"38449",Saint-Quentin-Fallavier,"69116",Limonest,"5"
"38449",Saint-Quentin-Fallavier,"69136",Montagny,"5"
"38449",Saint-Quentin-Fallavier,"69149",Oullins,"5"
"38449",Saint-Quentin-Fallavier,"69152",Pierre-Bénite,"10"
"38449",Saint-Quentin-Fallavier,"69199",Saint-Fons,"10"
"38449",Saint-Quentin-Fallavier,"69256",Vaulx-en-Velin,"20"
"38449",Saint-Quentin-Fallavier,"69259",Vénissieux,"75"
"38449",Saint-Quentin-Fallavier,"69266",Villeurbanne,"35"
"38449",Saint-Quentin-Fallavier,"69270",Chaponnay,"10"
"38449",Saint-Quentin-Fallavier,"69271",Chassieu,"30"
"38449",Saint-Quentin-Fallavier,"69272",Communay,"5"
"38449",Saint-Quentin-Fallavier,"69273",Corbas,"40"
"38449",Saint-Quentin-Fallavier,"69275",Décines-Charpieu,"25"
"38449",Saint-Quentin-Fallavier,"69276",Feyzin,"15"
"38449",Saint-Quentin-Fallavier,"69277",Genas,"35"
"38449",Saint-Quentin-Fallavier,"69279",Jonage,"5"
"38449",Saint-Quentin-Fallavier,"69282",Meyzieu,"30"
"38449",Saint-Quentin-Fallavier,"69283",Mions,"40"
"38449",Saint-Quentin-Fallavier,"69285",Pusignan,"20"
"38449",Saint-Quentin-Fallavier,"69287",Saint-Bonnet-de-Mure,"20"
"38449",Saint-Quentin-Fallavier,"69288",Saint-Laurent-de-Mure,"50"
"38449",Saint-Quentin-Fallavier,"69289",Saint-Pierre-de-Chandieu,"55"
"38449",Saint-Quentin-Fallavier,"69290",Saint-Priest,"75"
"38449",Saint-Quentin-Fallavier,"69298",Toussieu,"5"
"38449",Saint-Quentin-Fallavier,"69299",Colombier-Saugnieu,"40"
"38449",Saint-Quentin-Fallavier,"69381",Lyon 1er Arrondissement,"10"
"38449",Saint-Quentin-Fallavier,"69382",Lyon 2e Arrondissement,"15"
"38449",Saint-Quentin-Fallavier,"69383",Lyon 3e Arrondissement,"80"
"38449",Saint-Quentin-Fallavier,"69384",Lyon 4e Arrondissement,"5"
"38449",Saint-Quentin-Fallavier,"69385",Lyon 5e Arrondissement,"5"
"38449",Saint-Quentin-Fallavier,"69386",Lyon 6e Arrondissement,"15"
"38449",Saint-Quentin-Fallavier,"69387",Lyon 7e Arrondissement,"25"
"38449",Saint-Quentin-Fallavier,"69388",Lyon 8e Arrondissement,"35"
"38449",Saint-Quentin-Fallavier,"69389",Lyon 9e Arrondissement,"20"
"38449",Saint-Quentin-Fallavier,"73008",Aix-les-Bains,"5"
"38449",Saint-Quentin-Fallavier,"73150",La Plagne Tarentaise,"10"
"38449",Saint-Quentin-Fallavier,"73151",Porte-de-Savoie,"5"
"38449",Saint-Quentin-Fallavier,"74282",Fillière,"5"
"38449",Saint-Quentin-Fallavier,"76657",Saint-Vigor-d'Ymonville,"5"
"38449",Saint-Quentin-Fallavier,"91228",Évry-Courcouronnes,"5"
"38450",Saint-Quentin-sur-Isère,"05037",Châteauvieux,"4.9035148174"
"38450",Saint-Quentin-sur-Isère,"26009",Andancette,"4.9035148174"
"38450",Saint-Quentin-sur-Isère,"35238",Rennes,"4.9035148174"
"38450",Saint-Quentin-sur-Isère,"38013",Apprieu,"4.9035148174"
"38450",Saint-Quentin-sur-Isère,"38018",Auberives-en-Royans,"4.9035148174"
"38450",Saint-Quentin-sur-Isère,"38057",Bresson,"4.9035148174"
"38450",Saint-Quentin-sur-Isère,"38059",Brié-et-Angonnes,"4.9035148174"
"38450",Saint-Quentin-sur-Isère,"38095",Chatte,"4.9035148174"
"38450",Saint-Quentin-sur-Isère,"38126",Corenc,"4.9035148174"
"38450",Saint-Quentin-sur-Isère,"38130",La Côte-Saint-André,"4.9035148174"
"38450",Saint-Quentin-sur-Isère,"38133",Coublevie,"4.9035148174"
"38450",Saint-Quentin-sur-Isère,"38151",Échirolles,"9.8070296347"
"38450",Saint-Quentin-sur-Isère,"38158",Eybens,"19.614059269"
"38450",Saint-Quentin-sur-Isère,"38169",Fontaine,"4.9035148174"
"38450",Saint-Quentin-sur-Isère,"38185",Grenoble,"156.91247416"
"38450",Saint-Quentin-sur-Isère,"38229",Meylan,"9.8070296347"
"38450",Saint-Quentin-sur-Isère,"38239",Moirans,"19.614059269"
"38450",Saint-Quentin-sur-Isère,"38248",Montaud,"4.9035148174"
"38450",Saint-Quentin-sur-Isère,"38261",Morestel,"4.9035148174"
"38450",Saint-Quentin-sur-Isère,"38281",Noyarey,"4.9035148174"
"38450",Saint-Quentin-sur-Isère,"38317",Le Pont-de-Claix,"4.9035148174"
"38450",Saint-Quentin-sur-Isère,"38332",Renage,"9.8070296347"
"38450",Saint-Quentin-sur-Isère,"38382",Saint-Égrève,"29.421088904"
"38450",Saint-Quentin-sur-Isère,"38384",Saint-Étienne-de-Saint-Geoirs,"4.9035148174"
